Timepoint,Environment,PCD,Species,Statistics,Sex,Reference
Male Sexual maturity is reached (sex selective),Captive,369,Felis,2,Male,"https://genomics.senescence.info/species/dataset.zip; AnAge Build 15; de Magalhaes, J. P., Abidi, Z., Dos Santos, G. A., Avelar, R. A., Barardo, D., Chatsirisupachai, K., Clark, P., De-Souza, E. A., Johnson, E. J., Lopes, I., Novoa, G., Senez, L., Talay, A., Thornton, D., & To, P. K. P. (2024). Human Ageing Genomic Resources: updates on key databases in ageing research. Nucleic Acids Res, 52(D1), D900-D908."
Male Sexual maturity is reached (sex selective),,369,Felis,2,Male,"https://figshare.com/articles/dataset/Full_Archive/3563457?backTo=/collections/An_amniote_life-history_database_to_perform_comparative_analyses_with_birds_mammals_and_reptiles/3308127; Myhrvold, N. P., Baldridge, E., Chan, B., Sivam, D., Freeman, D. L., & Ernest, S. M. (2015). An amniote life‐history database to perform comparative analyses with birds, mammals, and reptiles: Ecological Archives E096‐269. Ecology, 96(11), 3109-3109."
Somites 1-7,Captive Laboratory,13.5,Felis,2,Male+Female,"Werneburg I, Geiger M. Ontogeny of domestic dogs and the developmental foundations of carnivoran domestication. Journal of Mammalian Evolution. 2017 Sep;24:323-43."
6-10 somite pairs,Captive Laboratory,14,Felis,2,Male+Female,"Noden DM, Lahunta AD. The embryology of domestic animals. Developmental mechanisms and malformations. Williams & Wilkins; 1985."
16-20 somite pairs,Captive Laboratory,16,Felis,2,Male+Female,"Werneburg I, Geiger M. Ontogeny of domestic dogs and the developmental foundations of carnivoran domestication. Journal of Mammalian Evolution. 2017 Sep;24:323-43."
1st centrale to ossify: ossification (Onset),Captive Laboratory,79,Felis,2,Male+Female,"Prochel J, Vogel P, Sánchez-Villagra MR. Hand development and sequence of ossification in the forelimb of the European shrew Crocidura russula (Soricidae) and comparisons across therian mammals. J Anat. 2004 Aug;205(2):99-111. doi: 10.1111/j.0021-8782.2004.00321.x. PMID: 15291793; PMCID: PMC1571333."
1st metacarpal to ossify: ossification (Onset),Captive Laboratory,31,Felis,2,Male+Female,"Prochel J, Vogel P, Sánchez-Villagra MR. Hand development and sequence of ossification in the forelimb of the European shrew Crocidura russula (Soricidae) and comparisons across therian mammals. J Anat. 2004 Aug;205(2):99-111. doi: 10.1111/j.0021-8782.2004.00321.x. PMID: 15291793; PMCID: PMC1571333."
1st phalange to ossify: ossification (Onset),Captive Laboratory,38,Felis,2,Male+Female,"Prochel J, Vogel P, Sánchez-Villagra MR. Hand development and sequence of ossification in the forelimb of the European shrew Crocidura russula (Soricidae) and comparisons across therian mammals. J Anat. 2004 Aug;205(2):99-111. doi: 10.1111/j.0021-8782.2004.00321.x. PMID: 15291793; PMCID: PMC1571333."
1st pharangeal slit emerges,Captive Laboratory,16,Felis,2,Male+Female,"Werneburg I, Geiger M. Ontogeny of domestic dogs and the developmental foundations of carnivoran domestication. Journal of Mammalian Evolution. 2017 Sep;24:323-43."
2 cell stage,Captive Laboratory,3,Felis,2,Male+Female,"Knospe C. Periods and stages of the prenatal development of the domestic cat. Anatomia, histologia, embryologia. 2002 Feb;31(1):37-51."
2 cell stage,Captive Laboratory,3,Felis,2,Male+Female,"Noden DM, Lahunta AD. The embryology of domestic animals. Developmental mechanisms and malformations. Williams & Wilkins; 1985."
26-30 somite pairs,Captive Laboratory,17,Felis,2,Male+Female,"Werneburg I, Geiger M. Ontogeny of domestic dogs and the developmental foundations of carnivoran domestication. Journal of Mammalian Evolution. 2017 Sep;24:323-43."
2nd pharangeal slit emerges,Captive Laboratory,17,Felis,2,Male+Female,"Werneburg I, Geiger M. Ontogeny of domestic dogs and the developmental foundations of carnivoran domestication. Journal of Mammalian Evolution. 2017 Sep;24:323-43."
36-40 somite pairs,Captive Laboratory,17.5,Felis,2,Male+Female,"Werneburg I, Geiger M. Ontogeny of domestic dogs and the developmental foundations of carnivoran domestication. Journal of Mammalian Evolution. 2017 Sep;24:323-43."
3rd arch,Captive Laboratory,17,Felis,2,Male+Female,"Werneburg I, Geiger M. Ontogeny of domestic dogs and the developmental foundations of carnivoran domestication. Journal of Mammalian Evolution. 2017 Sep;24:323-43."
3rd metacarpal ossification (Onset),Captive Laboratory,31,Felis,2,Male+Female,"Prochel J, Vogel P, Sánchez-Villagra MR. Hand development and sequence of ossification in the forelimb of the European shrew Crocidura russula (Soricidae) and comparisons across therian mammals. J Anat. 2004 Aug;205(2):99-111. doi: 10.1111/j.0021-8782.2004.00321.x. PMID: 15291793; PMCID: PMC1571333."
6-10 somite pairs,Captive Laboratory,14.5,Felis,2,Male+Female,"Werneburg I, Geiger M. Ontogeny of domestic dogs and the developmental foundations of carnivoran domestication. Journal of Mammalian Evolution. 2017 Sep;24:323-43."
8 cell stage,Captive,3,Felis,2,Male+Female,Denker HW. Studie8 on the Early Development and Implantation in the Cat. Anat. Anz. 1978;144:457-68.
8 cell stage,Captive Laboratory,3.5,Felis,2,Male+Female,"Noden DM, Lahunta AD. The embryology of domestic animals. Developmental mechanisms and malformations. Williams & Wilkins; 1985."
Air righting reflex,Captive Laboratory,83,Felis,1,Male+Female,"Villablanca JR, Olmstead CE. Neurological development of kittens. Developmental Psychobiology: The Journal of the International Society for Developmental Psychobiology. 1979 Mar;12(2):101-27."
Air righting reflex,Captive Laboratory,95,Felis,2,Male+Female,"Villablanca JR, Olmstead CE. Neurological development of kittens. Developmental Psychobiology: The Journal of the International Society for Developmental Psychobiology. 1979 Mar;12(2):101-27."
Air righting reflex,Captive Laboratory,107,Felis,3,Male+Female,"Villablanca JR, Olmstead CE. Neurological development of kittens. Developmental Psychobiology: The Journal of the International Society for Developmental Psychobiology. 1979 Mar;12(2):101-27."
Air righting reflex,Captive Laboratory,87,Felis,2,Male+Female,"Workman AD, Charvet CJ, Clancy B, Darlington RB, Finlay BL. Modeling transformations of neurodevelopmental sequences across mammalian species. Journal of Neuroscience. 2013 Apr 24;33(17):7368-83."
Alkaline phosphatase (Rapid Decline initiates),Captive Laboratory,215,Felis,2,Female,"NAKAI N, NAWA K, MAEKAWA M, NAGASAWA H. Age-related changes in hematological and serum biochemical values in cats. Experimental Animals. 1992 Jul 1;41(3):287-94."
Alkaline phosphatase (Rapid Decline initiates),Captive Laboratory,215,Felis,2,Male,"NAKAI N, NAWA K, MAEKAWA M, NAGASAWA H. Age-related changes in hematological and serum biochemical values in cats. Experimental Animals. 1992 Jul 1;41(3):287-94."
Alkaline phosphatase declines to 100% of its adult value,Captive client,770.779,Felis,2,Female,Auburn veterinary clinic
Alkaline phosphatase declines to 100% of its adult value,Captive client,819.627,Felis,2,Male,Auburn veterinary clinic
Alkaline phosphatase declines to 100% of its adult value,Captive client,1012.04,Felis,2,Male,CatAge dataset (known date of birth or got the cat as a young kitten 8 weeks or less)
Alkaline phosphatase declines to 100% of its adult value,Captive client,1081.73,Felis,2,Female,CatAge dataset (known date of birth or got the cat as a young kitten 8 weeks or less)
Alkaline phosphatase declines to 100% of its adult value,Captive Laboratory,501.89,Felis,2,Female,"NAKAI N, NAWA K, MAEKAWA M, NAGASAWA H. Age-related changes in hematological and serum biochemical values in cats. Experimental Animals. 1992 Jul 1;41(3):287-94."
Alkaline phosphatase declines to 100% of its adult value,Captive Laboratory,503.86,Felis,2,Male,"NAKAI N, NAWA K, MAEKAWA M, NAGASAWA H. Age-related changes in hematological and serum biochemical values in cats. Experimental Animals. 1992 Jul 1;41(3):287-94."
Alkaline phosphatase declines to 100% of its adult value,Captive Laboratory,650.48,Felis,2,Female,SRRC Auburn cat colony
Alkaline phosphatase declines to 100% of its adult value,Captive Laboratory,587.855,Felis,2,Male,SRRC Auburn cat colony
Alkaline phosphatase declines to 150% of its adult value,Captive client,678.914,Felis,2,Female,Auburn veterinary clinic
Alkaline phosphatase declines to 150% of its adult value,Captive client,711.556,Felis,2,Male,Auburn veterinary clinic
Alkaline phosphatase declines to 150% of its adult value,Captive client,896.81,Felis,2,Male,CatAge dataset (known date of birth or got the cat as a young kitten 8 weeks or less)
Alkaline phosphatase declines to 150% of its adult value,Captive client,878.73,Felis,2,Female,CatAge dataset (known date of birth or got the cat as a young kitten 8 weeks or less)
Alkaline phosphatase declines to 150% of its adult value,Captive Laboratory,449.8,Felis,2,Female,"NAKAI N, NAWA K, MAEKAWA M, NAGASAWA H. Age-related changes in hematological and serum biochemical values in cats. Experimental Animals. 1992 Jul 1;41(3):287-94."
Alkaline phosphatase declines to 150% of its adult value,Captive Laboratory,461.49,Felis,2,Male,"NAKAI N, NAWA K, MAEKAWA M, NAGASAWA H. Age-related changes in hematological and serum biochemical values in cats. Experimental Animals. 1992 Jul 1;41(3):287-94."
Alkaline phosphatase declines to 150% of its adult value,Captive Laboratory,575.23,Felis,2,Female,SRRC Auburn cat colony
Alkaline phosphatase declines to 150% of its adult value,Captive Laboratory,522.073,Felis,2,Male,SRRC Auburn cat colony
Alkaline phosphatase declines to 200% of its adult value,Captive client,587.05,Felis,2,Female,Auburn veterinary clinic
Alkaline phosphatase declines to 200% of its adult value,Captive client,603.485,Felis,2,Male,Auburn veterinary clinic
Alkaline phosphatase declines to 200% of its adult value,Captive client,781.58,Felis,2,Male,CatAge dataset (known date of birth or got the cat as a young kitten 8 weeks or less)
Alkaline phosphatase declines to 200% of its adult value,Captive client,675.74,Felis,2,Female,CatAge dataset (known date of birth or got the cat as a young kitten 8 weeks or less)
Alkaline phosphatase declines to 200% of its adult value,Captive Laboratory,397.7,Felis,2,Female,"NAKAI N, NAWA K, MAEKAWA M, NAGASAWA H. Age-related changes in hematological and serum biochemical values in cats. Experimental Animals. 1992 Jul 1;41(3):287-94."
Alkaline phosphatase declines to 200% of its adult value,Captive Laboratory,419.11,Felis,2,Male,"NAKAI N, NAWA K, MAEKAWA M, NAGASAWA H. Age-related changes in hematological and serum biochemical values in cats. Experimental Animals. 1992 Jul 1;41(3):287-94."
Alkaline phosphatase declines to 200% of its adult value,Captive Laboratory,499.98,Felis,2,Female,SRRC Auburn cat colony
Alkaline phosphatase declines to 200% of its adult value,Captive Laboratory,456.291,Felis,2,Male,SRRC Auburn cat colony
Alkaline phosphatase declines to 250% of its adult value,Captive client,495.185,Felis,2,Female,Auburn veterinary clinic
Alkaline phosphatase declines to 250% of its adult value,Captive client,495.414,Felis,2,Male,Auburn veterinary clinic
Alkaline phosphatase declines to 250% of its adult value,Captive client,666.35,Felis,2,Male,CatAge dataset (known date of birth or got the cat as a young kitten 8 weeks or less)
Alkaline phosphatase declines to 250% of its adult value,Captive client,472.74,Felis,2,Female,CatAge dataset (known date of birth or got the cat as a young kitten 8 weeks or less)
Alkaline phosphatase declines to 250% of its adult value,Captive Laboratory,345.6,Felis,2,Female,"NAKAI N, NAWA K, MAEKAWA M, NAGASAWA H. Age-related changes in hematological and serum biochemical values in cats. Experimental Animals. 1992 Jul 1;41(3):287-94."
Alkaline phosphatase declines to 250% of its adult value,Captive Laboratory,376.74,Felis,2,Male,"NAKAI N, NAWA K, MAEKAWA M, NAGASAWA H. Age-related changes in hematological and serum biochemical values in cats. Experimental Animals. 1992 Jul 1;41(3):287-94."
Alkaline phosphatase declines to 250% of its adult value,Captive Laboratory,424.73,Felis,2,Female,SRRC Auburn cat colony
Alkaline phosphatase declines to 250% of its adult value,Captive Laboratory,390.509,Felis,2,Male,SRRC Auburn cat colony
Alkaline phosphatase declines to 300% of its adult value,Captive client,403.32,Felis,2,Female,Auburn veterinary clinic
Alkaline phosphatase declines to 300% of its adult value,Captive client,387.343,Felis,2,Male,Auburn veterinary clinic
Alkaline phosphatase declines to 300% of its adult value,Captive client,551.13,Felis,2,Male,CatAge dataset (known date of birth or got the cat as a young kitten 8 weeks or less)
Alkaline phosphatase declines to 300% of its adult value,Captive client,269.74,Felis,2,Female,CatAge dataset (known date of birth or got the cat as a young kitten 8 weeks or less)
Alkaline phosphatase declines to 300% of its adult value,Captive Laboratory,293.5,Felis,2,Female,"NAKAI N, NAWA K, MAEKAWA M, NAGASAWA H. Age-related changes in hematological and serum biochemical values in cats. Experimental Animals. 1992 Jul 1;41(3):287-94."
Alkaline phosphatase declines to 300% of its adult value,Captive Laboratory,334.37,Felis,2,Male,"NAKAI N, NAWA K, MAEKAWA M, NAGASAWA H. Age-related changes in hematological and serum biochemical values in cats. Experimental Animals. 1992 Jul 1;41(3):287-94."
Alkaline phosphatase declines to 300% of its adult value,Captive Laboratory,349.48,Felis,2,Female,SRRC Auburn cat colony
Alkaline phosphatase declines to 300% of its adult value,Captive Laboratory,324.726,Felis,2,Male,SRRC Auburn cat colony
Alkaline phosphatase declines to 350% of its adult value,Captive client,311.456,Felis,2,Female,Auburn veterinary clinic
Alkaline phosphatase declines to 350% of its adult value,Captive client,279.272,Felis,2,Male,Auburn veterinary clinic
Alkaline phosphatase declines to 350% of its adult value,Captive client,435.9,Felis,2,Male,CatAge dataset (known date of birth or got the cat as a young kitten 8 weeks or less)
Alkaline phosphatase declines to 350% of its adult value,Captive Laboratory,241.4,Felis,2,Female,"NAKAI N, NAWA K, MAEKAWA M, NAGASAWA H. Age-related changes in hematological and serum biochemical values in cats. Experimental Animals. 1992 Jul 1;41(3):287-94."
Alkaline phosphatase declines to 350% of its adult value,Captive Laboratory,291.99,Felis,2,Male,"NAKAI N, NAWA K, MAEKAWA M, NAGASAWA H. Age-related changes in hematological and serum biochemical values in cats. Experimental Animals. 1992 Jul 1;41(3):287-94."
Alkaline phosphatase declines to 350% of its adult value,Captive Laboratory,274.23,Felis,2,Female,SRRC Auburn cat colony
Alkaline phosphatase declines to 350% of its adult value,Captive Laboratory,258.944,Felis,2,Male,SRRC Auburn cat colony
